statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10,Gini Coefficient,allHouse,Own,Rent,% Houses Owned,% Houses Rented,w,b,a,h,% White,% Black,% Asian,% Hispanic
17,8429,28,Census Tract 8429,28,17031842900,,842900,31,0.51,1125,142,983,0.126222222,0.873777778,11.4,83.7,0.5,6.1,0.114,0.837,0.005,0.061
17,8430,29,Census Tract 8430,29,17031843000,,843000,31,0.559,1024,178,846,0.173828125,0.826171875,0,100,0,0,0,1,0,0
17,8431,29,Census Tract 8431,29,17031843100,,843100,31,0.464,636,138,498,0.216981132,0.783018868,4.9,91.8,0,1.7,0.049,0.918,0,0.017
17,8432,31,Census Tract 8432,31,17031843200,,843200,31,0.364,945,289,656,0.305820106,0.694179894,39.2,6.3,3.8,66.3,0.392,0.063,0.038,0.663
17,8433,29,Census Tract 8433,29,17031843300,,843300,31,0.314,402,88,314,0.218905473,0.781094527,31.6,48.5,0,46,0.316,0.485,0,0.46
17,8434,29,Census Tract 8434,29,17031843400,,843400,31,0.529,550,251,299,0.456363636,0.543636364,0,95.8,0,6.4,0,0.958,0,0.064
17,8435,30,Census Tract 8435,30,17031843500,,843500,31,0.468,302,158,144,0.523178808,0.476821192,49.3,0,0,100,0.493,0,0,1
17,8436,38,Census Tract 8436,38,17031843600,,843600,31,0.505,1210,309,901,0.255371901,0.744628099,1.8,96.5,0,0,0.018,0.965,0,0
17,8437,5,Census Tract 8437,5,17031843700,,843700,31,0.446,904,515,389,0.569690265,0.430309735,79.3,6.3,4,16.4,0.793,0.063,0.04,0.164
17,8438,61,Census Tract 8438,61,17031843800,,843800,31,0.444,610,290,320,0.475409836,0.524590164,36.2,57.2,5.2,7.5,0.362,0.572,0.052,0.075
17,8439,42,Census Tract 8439,42,17031843900,Small area in CA 43,843900,31,0.482,1765,637,1128,0.360906516,0.639093484,3.7,88.3,2.3,4,0.037,0.883,0.023,0.04
