statefp10,name10,commarea_n,namelsad10,commarea,geoid10,notes,tractce10,countyfp10,Gini Coefficient,allHouse,Own,Rent,% Houses Owned,% Houses Rented,w,b,a,h,% White,% Black,% Asian,% Hispanic
17,1402,14,Census Tract 1402,14,17031140200,,140200,31,0.46,1745,422,1323,0.241833811,0.758166189,32.1,2.6,16.5,50.4,0.321,0.026,0.165,0.504
17,1403_01,14,Census Tract 1403.01,14,17031140301,,140301,31,0.379,737,328,409,0.44504749,0.55495251,31.9,7.5,20.9,46,0.319,0.075,0.209,0.46
17,1403_02,14,Census Tract 1403.02,14,17031140302,,140302,31,0.392,1412,581,831,0.411473088,0.588526912,34.5,6.4,16.1,50.1,0.345,0.064,0.161,0.501
17,1404,14,Census Tract 1404,14,17031140400,,140400,31,0.45,2257,1221,1036,0.540983607,0.459016393,66.9,0.7,16.1,24.5,0.669,0.007,0.161,0.245
17,1405,14,Census Tract 1405,14,17031140500,,140500,31,0.391,1339,519,820,0.387602689,0.612397311,56.4,2.2,3.1,44.8,0.564,0.022,0.031,0.448
17,1406_01,14,Census Tract 1406.01,14,17031140601,,140601,31,0.426,907,433,474,0.477398015,0.522601985,44.8,3.1,11.2,41.6,0.448,0.031,0.112,0.416
17,1406_02,14,Census Tract 1406.02,14,17031140602,,140602,31,0.433,1658,424,1234,0.255729795,0.744270205,44,6.8,13.4,44.9,0.44,0.068,0.134,0.449
17,1407_01,14,Census Tract 1407.01,14,17031140701,,140701,31,0.418,866,265,601,0.306004619,0.693995381,59.8,2.3,16.9,35.1,0.598,0.023,0.169,0.351
17,1407_02,14,Census Tract 1407.02,14,17031140702,,140702,31,0.445,1941,608,1333,0.313240598,0.686759402,37.7,6.2,8.6,53.5,0.377,0.062,0.086,0.535
17,1408,14,Census Tract 1408,14,17031140800,,140800,31,0.458,2728,1284,1444,0.470674487,0.529325513,65.5,1.7,9.6,28.1,0.655,0.017,0.096,0.281
17,1502,15,Census Tract 1502,15,17031150200,,150200,31,0.456,3034,1147,1887,0.37804878,0.62195122,73.4,7.7,3,22.7,0.734,0.077,0.03,0.227
17,1503,15,Census Tract 1503,15,17031150300,,150300,31,0.439,2761,1536,1225,0.556320174,0.443679826,88.6,0,2.5,12.2,0.886,0,0.025,0.122
17,1504_01,15,Census Tract 1504.01,15,17031150401,,150401,31,0.382,1808,1246,562,0.689159292,0.310840708,85.7,0,4.6,11.8,0.857,0,0.046,0.118
17,1504_02,15,Census Tract 1504.02,15,17031150402,,150402,31,0.439,1320,776,544,0.587878788,0.412121212,81.1,2.9,2.2,21.3,0.811,0.029,0.022,0.213
17,1505_01,15,Census Tract 1505.01,15,17031150501,,150501,31,0.343,1334,997,337,0.747376312,0.252623688,83.7,0,2.8,17.8,0.837,0,0.028,0.178
17,1505_02,15,Census Tract 1505.02,15,17031150502,,150502,31,0.345,1574,988,586,0.627700127,0.372299873,72,1,6.5,26.9,0.72,0.01,0.065,0.269
17,1506,15,Census Tract 1506,15,17031150600,,150600,31,0.443,1294,935,359,0.722565688,0.277434312,75.7,0,4.3,23.1,0.757,0,0.043,0.231
17,1507,15,Census Tract 1507,15,17031150700,,150700,31,0.39,1417,1062,355,0.749470713,0.250529287,76.9,2.8,4.7,25.1,0.769,0.028,0.047,0.251
17,1508,15,Census Tract 1508,15,17031150800,,150800,31,0.379,1820,1006,814,0.552747253,0.447252747,60.4,0,4.8,41.2,0.604,0,0.048,0.412
17,1510_01,15,Census Tract 1510.01,15,17031151001,,151001,31,0.407,957,572,385,0.597701149,0.402298851,46.9,3.6,0,56.8,0.469,0.036,0,0.568
17,1510_02,15,Census Tract 1510.02,15,17031151002,,151002,31,0.375,1709,641,1068,0.375073142,0.624926858,57.9,3.5,1.1,49.5,0.579,0.035,0.011,0.495
17,1511,15,Census Tract 1511,15,17031151100,,151100,31,0.396,1636,716,920,0.437652812,0.562347188,67.2,0.7,3.1,37.3,0.672,0.007,0.031,0.373
17,1512,15,Census Tract 1512,15,17031151200,,151200,31,0.389,1245,886,359,0.711646586,0.288353414,77.7,2.6,6.4,21,0.777,0.026,0.064,0.21
17,1601,16,Census Tract 1601,16,17031160100,,160100,31,0.445,978,739,239,0.755623722,0.244376278,74.1,0,6,19.7,0.741,0,0.06,0.197
17,1602,16,Census Tract 1602,16,17031160200,,160200,31,0.424,1407,874,533,0.621179815,0.378820185,73.1,0.9,8.5,21.5,0.731,0.009,0.085,0.215
17,1603,16,Census Tract 1603,16,17031160300,,160300,31,0.415,1743,696,1047,0.399311532,0.600688468,68.1,6.8,9,19.1,0.681,0.068,0.09,0.191
17,1604,16,Census Tract 1604,16,17031160400,,160400,31,0.434,1930,848,1082,0.439378238,0.560621762,54.6,6.7,6.9,37.2,0.546,0.067,0.069,0.372
17,1605_01,16,Census Tract 1605.01,16,17031160501,,160501,31,0.402,1183,489,694,0.413355875,0.586644125,43.7,10.6,3.6,50.9,0.437,0.106,0.036,0.509
17,1605_02,16,Census Tract 1605.02,16,17031160502,,160502,31,0.394,1241,689,552,0.555197421,0.444802579,58.2,1.1,7.5,47.2,0.582,0.011,0.075,0.472
17,1606_01,16,Census Tract 1606.01,16,17031160601,,160601,31,0.459,1289,573,716,0.444530644,0.555469356,65.2,0,8.5,35.4,0.652,0,0.085,0.354
17,1606_02,16,Census Tract 1606.02,16,17031160602,,160602,31,0.4,1454,678,776,0.466299862,0.533700138,56.1,6.7,8.8,41.6,0.561,0.067,0.088,0.416
17,1607,16,Census Tract 1607,16,17031160700,,160700,31,0.398,1985,1161,824,0.58488665,0.41511335,68.6,1.5,10.2,32.2,0.686,0.015,0.102,0.322
17,1608,16,Census Tract 1608,16,17031160800,,160800,31,0.351,1817,757,1060,0.416620804,0.583379196,63.7,2,6.7,42.4,0.637,0.02,0.067,0.424
17,1609,16,Census Tract 1609,16,17031160900,,160900,31,0.387,1005,597,408,0.594029851,0.405970149,73.8,0,5.3,28.2,0.738,0,0.053,0.282
17,1610,16,Census Tract 1610,16,17031161000,,161000,31,0.466,784,468,316,0.596938776,0.403061224,91.6,0,4.6,7.1,0.916,0,0.046,0.071
17,1611,16,Census Tract 1611,16,17031161100,,161100,31,0.489,751,572,179,0.761651132,0.238348868,86,3.6,4.4,7.7,0.86,0.036,0.044,0.077
17,1612,16,Census Tract 1612,16,17031161200,,161200,31,0.34,915,633,282,0.691803279,0.308196721,56.1,2.6,15,40.2,0.561,0.026,0.15,0.402
17,1613,16,Census Tract 1613,16,17031161300,,161300,31,0.391,1512,496,1016,0.328042328,0.671957672,75.7,1.9,2.3,39.9,0.757,0.019,0.023,0.399
17,1701,17,Census Tract 1701,17,17031170100,,170100,31,0.432,1055,899,156,0.852132701,0.147867299,90.7,4.1,4.3,13.8,0.907,0.041,0.043,0.138
17,1702,17,Census Tract 1702,17,17031170200,,170200,31,0.348,1170,985,185,0.841880342,0.158119658,83.2,0,4.6,17.8,0.832,0,0.046,0.178
17,1703,17,Census Tract 1703,17,17031170300,,170300,31,0.403,1956,1456,500,0.744376278,0.255623722,86.3,2.1,3.6,16,0.863,0.021,0.036,0.16
17,1704,17,Census Tract 1704,17,17031170400,,170400,31,0.346,1398,1227,171,0.877682403,0.122317597,94.1,0,2.9,12.9,0.941,0,0.029,0.129
17,1705,17,Census Tract 1705,17,17031170500,,170500,31,0.325,1897,1605,292,0.846072746,0.153927254,89.7,0,0,19,0.897,0,0,0.19
17,1706,17,Census Tract 1706,17,17031170600,,170600,31,0.401,962,763,199,0.793139293,0.206860707,92.9,0,6.2,7,0.929,0,0.062,0.07
17,1707,17,Census Tract 1707,17,17031170700,,170700,31,0.357,1060,711,349,0.670754717,0.329245283,96.7,0,3.3,5.7,0.967,0,0.033,0.057
17,1708,17,Census Tract 1708,17,17031170800,,170800,31,0.369,1363,1105,258,0.810711665,0.189288335,93.2,0,2.9,15.1,0.932,0,0.029,0.151
17,1709,17,Census Tract 1709,17,17031170900,,170900,31,0.336,618,452,166,0.731391586,0.268608414,78.5,5.8,8.4,10,0.785,0.058,0.084,0.1
17,1710,17,Census Tract 1710,17,17031171000,,171000,31,0.426,2622,1869,753,0.712814645,0.287185355,85,0,3.7,18.9,0.85,0,0.037,0.189
17,1711,17,Census Tract 1711,17,17031171100,,171100,31,0.35,1296,1034,262,0.797839506,0.202160494,77.6,1.5,6.3,24.2,0.776,0.015,0.063,0.242
17,1801,18,Census Tract 1801,18,17031180100,,180100,31,0.359,2091,1595,496,0.762792922,0.237207078,78.4,1.1,2.3,25.8,0.784,0.011,0.023,0.258
17,1901,19,Census Tract 1901,19,17031190100,,190100,31,0.415,798,253,545,0.317042607,0.682957393,54.3,5.9,0,56.5,0.543,0.059,0,0.565
17,1902,19,Census Tract 1902,19,17031190200,,190200,31,0.395,1637,855,782,0.522296885,0.477703115,44.3,3.6,2.5,58.7,0.443,0.036,0.025,0.587
17,1903,19,Census Tract 1903,19,17031190300,,190300,31,0.439,1849,911,938,0.492698756,0.507301244,66.8,0,1,44,0.668,0,0.01,0.44
17,1904_01,19,Census Tract 1904.01,19,17031190401,,190401,31,0.387,1288,763,525,0.592391304,0.407608696,66.6,3.3,3.4,48.3,0.666,0.033,0.034,0.483
17,1904_02,19,Census Tract 1904.02,19,17031190402,,190402,31,0.401,1635,906,729,0.55412844,0.44587156,48.1,3.4,5.6,50.4,0.481,0.034,0.056,0.504
17,1906_01,19,Census Tract 1906.01,19,17031190601,,190601,31,0.358,1248,592,656,0.474358974,0.525641026,30.2,3.9,1,74.1,0.302,0.039,0.01,0.741
17,1906_02,19,Census Tract 1906.02,19,17031190602,,190602,31,0.369,1307,810,497,0.619739862,0.380260138,62.6,8.5,0,57,0.626,0.085,0,0.57
17,1907_01,19,Census Tract 1907.01,19,17031190701,,190701,31,0.339,866,392,474,0.452655889,0.547344111,39,5.2,2.5,65.8,0.39,0.052,0.025,0.658
17,1907_02,19,Census Tract 1907.02,19,17031190702,,190702,31,0.353,1222,501,721,0.409983633,0.590016367,28.5,6.9,1,73,0.285,0.069,0.01,0.73
17,1908,19,Census Tract 1908,19,17031190800,,190800,31,0.423,1949,1069,880,0.548486403,0.451513597,30.2,6.5,4.2,80.3,0.302,0.065,0.042,0.803
17,1909,19,Census Tract 1909,19,17031190900,,190900,31,0.402,608,368,240,0.605263158,0.394736842,44.4,17.4,4.6,65.8,0.444,0.174,0.046,0.658
17,1910,19,Census Tract 1910,19,17031191000,,191000,31,0.412,613,311,302,0.507340946,0.492659054,35.7,3.9,0,86,0.357,0.039,0,0.86
17,1911,19,Census Tract 1911,19,17031191100,,191100,31,0.397,2073,817,1256,0.394114809,0.605885191,29.1,12.7,1,72.7,0.291,0.127,0.01,0.727
17,1912,19,Census Tract 1912,19,17031191200,,191200,31,0.352,926,270,656,0.291576674,0.708423326,26.6,5.6,0,76.3,0.266,0.056,0,0.763
17,1913_01,19,Census Tract 1913.01,19,17031191301,,191301,31,0.351,1478,828,650,0.560216509,0.439783491,22.9,15.7,3.1,73.9,0.229,0.157,0.031,0.739
17,1913_02,19,Census Tract 1913.02,19,17031191302,,191302,31,0.346,1242,696,546,0.560386473,0.439613527,23.6,1.9,1,83.4,0.236,0.019,0.01,0.834
17,2001,20,Census Tract 2001,20,17031200100,,200100,31,0.39,1262,726,536,0.575277338,0.424722662,46,0.9,4.4,65.9,0.46,0.009,0.044,0.659
17,2002,20,Census Tract 2002,20,17031200200,,200200,31,0.367,1658,632,1026,0.381182147,0.618817853,28.1,2,4.7,79.5,0.281,0.02,0.047,0.795
17,2003,20,Census Tract 2003,20,17031200300,,200300,31,0.423,609,338,271,0.55500821,0.44499179,39.9,0.8,2.8,80.6,0.399,0.008,0.028,0.806
17,2004_01,20,Census Tract 2004.01,20,17031200401,,200401,31,0.343,935,525,410,0.561497326,0.438502674,50.5,0,1.4,83.7,0.505,0,0.014,0.837
17,2004_02,20,Census Tract 2004.02,20,17031200402,,200402,31,0.405,1139,422,717,0.370500439,0.629499561,37.1,1.2,1.2,86.8,0.371,0.012,0.012,0.868
17,2101,21,Census Tract 2101,21,17031210100,,210100,31,0.403,1448,805,643,0.555939227,0.444060773,64.2,5.7,6.5,38.6,0.642,0.057,0.065,0.386
17,2104,21,Census Tract 2104,21,17031210400,,210400,31,0.392,932,449,483,0.481759657,0.518240343,61.3,0,9,51.3,0.613,0,0.09,0.513
17,2105_01,21,Census Tract 2105.01,21,17031210501,,210501,31,0.398,1383,503,880,0.363702097,0.636297903,66.4,2,3.3,53.1,0.664,0.02,0.033,0.531
17,2105_02,21,Census Tract 2105.02,21,17031210502,,210502,31,0.369,1504,656,848,0.436170213,0.563829787,61.2,0.9,0,63.4,0.612,0.009,0,0.634
17,2106_01,21,Census Tract 2106.01,21,17031210601,,210601,31,0.377,964,405,559,0.420124481,0.579875519,71.6,0,5.2,53.4,0.716,0,0.052,0.534
17,2106_02,21,Census Tract 2106.02,21,17031210602,,210602,31,0.374,1612,707,905,0.438585608,0.561414392,68.9,6.6,0,61.8,0.689,0.066,0,0.618
17,2107,21,Census Tract 2107,21,17031210700,,210700,31,0.389,1623,744,879,0.458410351,0.541589649,67,9.6,0,48,0.67,0.096,0,0.48
17,2108,21,Census Tract 2108,21,17031210800,,210800,31,0.422,401,144,257,0.359102244,0.640897756,62.1,1.7,0,56.9,0.621,0.017,0,0.569
17,2109,21,Census Tract 2109,21,17031210900,,210900,31,0.401,1151,696,455,0.604691573,0.395308427,71.2,2.6,6.1,34,0.712,0.026,0.061,0.34
17,2203,22,Census Tract 2203,22,17031220300,,220300,31,0.391,994,487,507,0.489939638,0.510060362,79.9,2.6,2,30.9,0.799,0.026,0.02,0.309
17,2204,22,Census Tract 2204,22,17031220400,,220400,31,0.434,1206,490,716,0.406301824,0.593698176,72.3,7.3,2.4,31.8,0.723,0.073,0.024,0.318
17,2205,22,Census Tract 2205,22,17031220500,,220500,31,0.433,1211,460,751,0.379851363,0.620148637,77.5,3.8,7.8,28,0.775,0.038,0.078,0.28
17,2206_01,22,Census Tract 2206.01,22,17031220601,,220601,31,0.431,756,310,446,0.41005291,0.58994709,64,9.1,4.2,39.3,0.64,0.091,0.042,0.393
17,2206_02,22,Census Tract 2206.02,22,17031220602,,220602,31,0.444,2368,782,1586,0.330236486,0.669763514,66.2,11.1,6.8,31.5,0.662,0.111,0.068,0.315
17,2207_01,22,Census Tract 2207.01,22,17031220701,,220701,31,0.388,1195,415,780,0.347280335,0.652719665,67.5,8,2.4,63.5,0.675,0.08,0.024,0.635
17,2207_02,22,Census Tract 2207.02,22,17031220702,,220702,31,0.389,1323,532,791,0.402116402,0.597883598,69.9,9.4,3.1,48.8,0.699,0.094,0.031,0.488
17,2209_01,22,Census Tract 2209.01,22,17031220901,,220901,31,0.368,1035,321,714,0.310144928,0.689855072,55.9,11.9,1.4,66.7,0.559,0.119,0.014,0.667
17,2209_02,22,Census Tract 2209.02,22,17031220902,,220902,31,0.419,959,302,657,0.314911366,0.685088634,49.6,14.7,2.4,59.1,0.496,0.147,0.024,0.591
17,2210,22,Census Tract 2210,22,17031221000,,221000,31,0.401,1002,430,572,0.429141717,0.570858283,60.3,12.7,2.8,56.2,0.603,0.127,0.028,0.562
17,2211,22,Census Tract 2211,22,17031221100,,221100,31,0.396,2069,541,1528,0.261478975,0.738521025,66.3,12.6,0,40.5,0.663,0.126,0,0.405
17,2212,22,Census Tract 2212,22,17031221200,,221200,31,0.431,953,485,468,0.508919203,0.491080797,69.5,9.2,0.8,25.5,0.695,0.092,0.008,0.255
17,2213,22,Census Tract 2213,22,17031221300,,221300,31,0.492,1239,286,953,0.230831316,0.769168684,68.4,5.2,2.5,48.2,0.684,0.052,0.025,0.482
17,2214,22,Census Tract 2214,22,17031221400,,221400,31,0.395,1098,292,806,0.265938069,0.734061931,67.4,3.4,3.5,60.3,0.674,0.034,0.035,0.603
17,2215,22,Census Tract 2215,22,17031221500,,221500,31,0.473,1428,348,1080,0.243697479,0.756302521,75.1,6.2,6.2,38.2,0.751,0.062,0.062,0.382
17,2216,22,Census Tract 2216,22,17031221600,,221600,31,0.482,1391,596,795,0.428468728,0.571531272,83,0.4,6.7,16.4,0.83,0.004,0.067,0.164
17,2222,22,Census Tract 2222,22,17031222200,,222200,31,0.514,927,488,439,0.526429342,0.473570658,80.5,4.1,13.4,11.8,0.805,0.041,0.134,0.118
17,2225,22,Census Tract 2225,22,17031222500,,222500,31,0.407,540,237,303,0.438888889,0.561111111,66.1,11.1,0,48.7,0.661,0.111,0,0.487
17,2226,22,Census Tract 2226,22,17031222600,,222600,31,0.441,717,170,547,0.237099024,0.762900976,62.8,15.3,5.4,31.4,0.628,0.153,0.054,0.314
17,2227,22,Census Tract 2227,22,17031222700,,222700,31,0.427,790,387,403,0.489873418,0.510126582,51.3,14.8,0,58.6,0.513,0.148,0,0.586
17,2228,22,Census Tract 2228,22,17031222800,,222800,31,0.359,341,21,320,0.061583578,0.938416422,36.1,29.6,0,79.8,0.361,0.296,0,0.798
17,2229,22,Census Tract 2229,22,17031222900,,222900,31,0.359,347,197,150,0.567723343,0.432276657,77.8,6.9,2,75.5,0.778,0.069,0.02,0.755
17,2301,23,Census Tract 2301,23,17031230100,,230100,31,0.414,631,196,435,0.310618067,0.689381933,50.6,18.5,1.3,57.7,0.506,0.185,0.013,0.577
17,2302,23,Census Tract 2302,23,17031230200,,230200,31,0.406,561,259,302,0.461675579,0.538324421,40.5,13.4,0,72.4,0.405,0.134,0,0.724
17,2303,23,Census Tract 2303,23,17031230300,,230300,31,0.421,263,123,140,0.467680608,0.532319392,50.6,0,0,95.4,0.506,0,0,0.954
17,2304,23,Census Tract 2304,23,17031230400,,230400,31,0.403,709,329,380,0.46403385,0.53596615,25,4.8,0,85.6,0.25,0.048,0,0.856
17,2305,23,Census Tract 2305,23,17031230500,,230500,31,0.454,1017,217,800,0.213372665,0.786627335,34.6,13.2,2.9,80.1,0.346,0.132,0.029,0.801
17,2306,23,Census Tract 2306,23,17031230600,,230600,31,0.493,1969,503,1466,0.255459624,0.744540376,19.1,35.9,1.3,62.1,0.191,0.359,0.013,0.621
17,2307,23,Census Tract 2307,23,17031230700,,230700,31,0.458,1704,627,1077,0.367957746,0.632042254,39.4,16.1,0,81.9,0.394,0.161,0,0.819
17,2308,23,Census Tract 2308,23,17031230800,,230800,31,0.355,377,292,85,0.774535809,0.225464191,45.6,0,1.9,89.7,0.456,0,0.019,0.897
17,2309,23,Census Tract 2309,23,17031230900,,230900,31,0.45,1805,584,1221,0.323545706,0.676454294,37,20.2,2.2,59.3,0.37,0.202,0.022,0.593
17,2311,23,Census Tract 2311,23,17031231100,,231100,31,0.416,406,98,308,0.24137931,0.75862069,2.5,73.2,0,19.7,0.025,0.732,0,0.197
17,2312,23,Census Tract 2312,23,17031231200,,231200,31,0.514,1959,697,1262,0.355793772,0.644206228,9,75.5,0,21.9,0.09,0.755,0,0.219
17,2315,23,Census Tract 2315,23,17031231500,,231500,31,0.486,1982,627,1355,0.316347124,0.683652876,0.8,96.9,0,4.2,0.008,0.969,0,0.042
17,2402,24,Census Tract 2402,24,17031240200,,240200,31,0.539,836,397,439,0.474880383,0.525119617,84,3.8,6.1,17.2,0.84,0.038,0.061,0.172
17,2403,24,Census Tract 2403,24,17031240300,,240300,31,0.516,713,396,317,0.555399719,0.444600281,82.2,0,8.4,12.9,0.822,0,0.084,0.129
17,2405,24,Census Tract 2405,24,17031240500,,240500,31,0.423,1108,662,446,0.597472924,0.402527076,86.1,7.7,5.2,2.9,0.861,0.077,0.052,0.029
17,2406,24,Census Tract 2406,24,17031240600,,240600,31,0.372,498,306,192,0.614457831,0.385542169,70.7,9.6,1.8,24.9,0.707,0.096,0.018,0.249
17,2407,24,Census Tract 2407,24,17031240700,,240700,31,0.47,567,237,330,0.417989418,0.582010582,55.6,3.2,5.5,61.4,0.556,0.032,0.055,0.614
17,2408,24,Census Tract 2408,24,17031240800,,240800,31,0.422,700,191,509,0.272857143,0.727142857,65.1,8.4,0,53.4,0.651,0.084,0,0.534
17,2409,24,Census Tract 2409,24,17031240900,,240900,31,0.515,404,136,268,0.336633663,0.663366337,58.9,19.8,3.2,46.3,0.589,0.198,0.032,0.463
17,2410,24,Census Tract 2410,24,17031241000,,241000,31,0.578,794,200,594,0.251889169,0.748110831,39.2,35.3,0,45.1,0.392,0.353,0,0.451
17,2411,24,Census Tract 2411,24,17031241100,,241100,31,0.424,1503,526,977,0.349966733,0.650033267,60.8,18.6,2.6,34.5,0.608,0.186,0.026,0.345
17,2412,24,Census Tract 2412,24,17031241200,,241200,31,0.417,834,343,491,0.411270983,0.588729017,68.6,6.7,5.3,27.3,0.686,0.067,0.053,0.273
17,2413,24,Census Tract 2413,24,17031241300,,241300,31,0.427,794,331,463,0.416876574,0.583123426,77.1,13.1,7.7,5.5,0.771,0.131,0.077,0.055
17,2414,24,Census Tract 2414,24,17031241400,,241400,31,0.464,2242,895,1347,0.399197145,0.600802855,84.4,8.6,1.1,17.4,0.844,0.086,0.011,0.174
17,2415,24,Census Tract 2415,24,17031241500,,241500,31,0.465,1309,602,707,0.459893048,0.540106952,76.8,0.8,6.3,13.7,0.768,0.008,0.063,0.137
17,2416,24,Census Tract 2416,24,17031241600,,241600,31,0.416,1654,478,1176,0.288996372,0.711003628,79.9,3.7,7.4,18.1,0.799,0.037,0.074,0.181
17,2420,24,Census Tract 2420,24,17031242000,,242000,31,0.56,2105,578,1527,0.274584323,0.725415677,51.9,24.1,0.8,25.6,0.519,0.241,0.008,0.256
17,2421,24,Census Tract 2421,24,17031242100,,242100,31,0.459,1704,914,790,0.536384977,0.463615023,77.6,7.3,3.4,15.1,0.776,0.073,0.034,0.151
17,2422,24,Census Tract 2422,24,17031242200,,242200,31,0.466,1771,721,1050,0.407114625,0.592885375,78.5,4.7,5.9,12.1,0.785,0.047,0.059,0.121
17,2423,24,Census Tract 2423,24,17031242300,,242300,31,0.445,1770,676,1094,0.381920904,0.618079096,88.4,2.6,3.2,11.1,0.884,0.026,0.032,0.111
17,2424,24,Census Tract 2424,24,17031242400,,242400,31,0.399,1385,320,1065,0.231046931,0.768953069,89.1,4,1.7,8.9,0.891,0.04,0.017,0.089
17,2425,24,Census Tract 2425,24,17031242500,,242500,31,0.422,1460,394,1066,0.269863014,0.730136986,77.7,3.6,4.4,34.7,0.777,0.036,0.044,0.347
17,2426,24,Census Tract 2426,24,17031242600,,242600,31,0.527,2181,765,1416,0.350756534,0.649243466,73.6,11.3,0.5,38.7,0.736,0.113,0.005,0.387
17,2427,24,Census Tract 2427,24,17031242700,,242700,31,0.546,741,145,596,0.195681511,0.804318489,38.5,28.2,4,46.6,0.385,0.282,0.04,0.466
17,2428,24,Census Tract 2428,24,17031242800,,242800,31,0.433,623,382,241,0.613162119,0.386837881,87.2,0,0,18.1,0.872,0,0,0.181
17,2429,24,Census Tract 2429,24,17031242900,,242900,31,0.482,934,380,554,0.406852248,0.593147752,80.4,4,3,23,0.804,0.04,0.03,0.23
17,2430,24,Census Tract 2430,24,17031243000,,243000,31,0.519,1029,543,486,0.527696793,0.472303207,83,1.9,3.6,36,0.83,0.019,0.036,0.36
17,2431,24,Census Tract 2431,24,17031243100,,243100,31,0.502,818,378,440,0.462102689,0.537897311,62.3,8.6,1.2,41.7,0.623,0.086,0.012,0.417
17,2432,24,Census Tract 2432,24,17031243200,,243200,31,0.409,802,365,437,0.455112219,0.544887781,79.4,2.6,2.6,23.7,0.794,0.026,0.026,0.237
17,2433,24,Census Tract 2433,24,17031243300,,243300,31,0.47,1108,395,713,0.356498195,0.643501805,79.5,2.6,6,18.2,0.795,0.026,0.06,0.182
17,2434,24,Census Tract 2434,24,17031243400,,243400,31,0.398,1230,477,753,0.387804878,0.612195122,80.2,3.8,4.4,18.7,0.802,0.038,0.044,0.187
17,2435,24,Census Tract 2435,24,17031243500,,243500,31,0.449,1643,827,816,0.503347535,0.496652465,78.2,10.6,5.9,7.1,0.782,0.106,0.059,0.071
17,2502,25,Census Tract 2502,25,17031250200,,250200,31,0.438,850,479,371,0.563529412,0.436470588,8.2,63.8,1.4,32.4,0.082,0.638,0.014,0.324
17,2503,25,Census Tract 2503,25,17031250300,,250300,31,0.446,1438,643,795,0.447148818,0.552851182,1.4,89.3,0.9,9.8,0.014,0.893,0.009,0.098
17,2504,25,Census Tract 2504,25,17031250400,,250400,31,0.417,1896,943,953,0.497362869,0.502637131,4.8,89.3,0,9.4,0.048,0.893,0,0.094
17,2505,25,Census Tract 2505,25,17031250500,,250500,31,0.41,2772,2275,497,0.820707071,0.179292929,63.4,26.1,0.6,19.2,0.634,0.261,0.006,0.192
17,2506,25,Census Tract 2506,25,17031250600,,250600,31,0.404,1437,919,518,0.639526792,0.360473208,5.5,90.8,0,4.4,0.055,0.908,0,0.044
17,2507,25,Census Tract 2507,25,17031250700,,250700,31,0.419,2109,754,1355,0.35751541,0.64248459,0.4,99,0,2,0.004,0.99,0,0.02
17,2508,25,Census Tract 2508,25,17031250800,,250800,31,0.507,816,457,359,0.56004902,0.43995098,5.4,85.4,0,12.6,0.054,0.854,0,0.126
17,2510,25,Census Tract 2510,25,17031251000,,251000,31,0.488,366,146,220,0.398907104,0.601092896,3,91,0,9,0.03,0.91,0,0.09
17,2511,25,Census Tract 2511,25,17031251100,,251100,31,0.48,1648,644,1004,0.390776699,0.609223301,5.1,92.1,0,4.1,0.051,0.921,0,0.041
17,2512,25,Census Tract 2512,25,17031251200,,251200,31,0.424,1123,733,390,0.652715939,0.347284061,4.6,93.9,0,2.9,0.046,0.939,0,0.029
17,2513,25,Census Tract 2513,25,17031251300,,251300,31,0.418,1668,655,1013,0.392685851,0.607314149,1.3,96.2,0,3.4,0.013,0.962,0,0.034
17,2514,25,Census Tract 2514,25,17031251400,,251400,31,0.474,1658,459,1199,0.276839566,0.723160434,4.6,94,0.9,1.4,0.046,0.94,0.009,0.014
17,2515,25,Census Tract 2515,25,17031251500,,251500,31,0.431,1372,514,858,0.374635569,0.625364431,3.1,96.9,0,0,0.031,0.969,0,0
17,2516,25,Census Tract 2516,25,17031251600,,251600,31,0.426,1098,445,653,0.405282332,0.594717668,0,99,1,0,0,0.99,0.01,0
17,2517,25,Census Tract 2517,25,17031251700,,251700,31,0.492,458,230,228,0.502183406,0.497816594,2.2,88.9,0,10.7,0.022,0.889,0,0.107
17,2518,25,Census Tract 2518,25,17031251800,,251800,31,0.457,1734,361,1373,0.208189158,0.791810842,0,98.4,0,1.6,0,0.984,0,0.016
17,2519,25,Census Tract 2519,25,17031251900,,251900,31,0.462,1855,412,1443,0.222102426,0.777897574,0,98.3,1,0.7,0,0.983,0.01,0.007
17,2520,25,Census Tract 2520,25,17031252000,,252000,31,0.439,2245,322,1923,0.143429844,0.856570156,2.9,95.4,0,2.2,0.029,0.954,0,0.022
17,2521_01,25,Census Tract 2521.01,25,17031252101,,252101,31,0.612,671,107,564,0.159463487,0.840536513,4.9,95.1,0,0,0.049,0.951,0,0
17,2521_02,25,Census Tract 2521.02,25,17031252102,,252102,31,0.5,2210,841,1369,0.380542986,0.619457014,0,99.3,0,0,0,0.993,0,0
17,2522_01,25,Census Tract 2522.01,25,17031252201,,252201,31,0.49,938,335,603,0.357142857,0.642857143,1.9,98.1,0,0,0.019,0.981,0,0
17,2522_02,25,Census Tract 2522.02,25,17031252202,,252202,31,0.448,1527,390,1137,0.25540275,0.74459725,1.6,98.4,0,0.8,0.016,0.984,0,0.008
17,2601,26,Census Tract 2601,26,17031260100,,260100,31,0.499,669,71,598,0.10612855,0.89387145,1.5,98.5,0,0,0.015,0.985,0,0
17,2602,26,Census Tract 2602,26,17031260200,,260200,31,0.355,304,13,291,0.042763158,0.957236842,0,100,0,0,0,1,0,0
